CustomerID,CustomerName,OrderID,Cost,MenuID,Course,Starter
02-565-4368,"Olly Dobbinson",31-404-5047,235.00,71,Carbonara,Falafel
02-565-4368,"Olly Dobbinson",31-404-5047,225.00,71,Carbonara,Falafel
02-565-4368,"Olly Dobbinson",31-404-5047,210.00,71,Carbonara,Falafel
02-565-4368,"Olly Dobbinson",31-404-5047,220.00,71,Carbonara,Falafel
02-565-4368,"Olly Dobbinson",31-404-5047,235.00,71,Carbonara,Falafel
02-681-4911,"Nicole Linnit",44-439-4440,190.00,66,Kabasa,Hummus
02-681-4911,"Nicole Linnit",44-439-4440,310.00,66,Kabasa,Hummus
02-681-4911,"Nicole Linnit",44-439-4440,320.00,66,Kabasa,Hummus
02-681-4911,"Nicole Linnit",44-439-4440,168.27,66,Kabasa,Hummus
02-681-4911,"Nicole Linnit",44-439-4440,190.00,66,Kabasa,Hummus
02-681-4911,"Nicole Linnit",44-439-4440,310.00,66,Kabasa,Hummus
02-681-4911,"Nicole Linnit",44-439-4440,320.00,66,Kabasa,Hummus
02-974-0997,"Aubine Chardin",76-627-0236,168.27,42,Pizza,Hummus
02-974-0997,"Aubine Chardin",76-627-0236,190.00,42,Pizza,Hummus
02-974-0997,"Aubine Chardin",76-627-0236,310.00,42,Pizza,Hummus
02-974-0997,"Aubine Chardin",76-627-0236,320.00,42,Pizza,Hummus
02-974-0997,"Aubine Chardin",76-627-0236,168.27,42,Pizza,Hummus
02-974-0997,"Aubine Chardin",76-627-0236,190.00,42,Pizza,Hummus
02-974-0997,"Aubine Chardin",76-627-0236,310.00,42,Pizza,Hummus
02-974-0997,"Aubine Chardin",76-627-0236,320.00,42,Pizza,Hummus
03-040-0318,"Lorne Boldry",79-627-2533,310.00,16,Kabasa,"Tomato bread"
03-040-0318,"Lorne Boldry",79-627-2533,320.00,16,Kabasa,"Tomato bread"
03-040-0318,"Lorne Boldry",79-627-2533,168.27,16,Kabasa,"Tomato bread"
03-040-0318,"Lorne Boldry",79-627-2533,190.00,16,Kabasa,"Tomato bread"
03-040-0318,"Lorne Boldry",79-627-2533,310.00,16,Kabasa,"Tomato bread"
03-040-0318,"Lorne Boldry",79-627-2533,320.00,16,Kabasa,"Tomato bread"
03-040-0318,"Lorne Boldry",79-627-2533,168.27,16,Kabasa,"Tomato bread"
03-051-7819,"Nessie Wheal",96-993-3962,235.00,45,Shwarma,Minestrone
03-051-7819,"Nessie Wheal",96-993-3962,225.00,45,Shwarma,Minestrone
03-051-7819,"Nessie Wheal",96-993-3962,210.00,45,Shwarma,Minestrone
03-051-7819,"Nessie Wheal",96-993-3962,220.00,45,Shwarma,Minestrone
03-051-7819,"Nessie Wheal",96-993-3962,235.00,45,Shwarma,Minestrone
03-051-7819,"Nessie Wheal",96-993-3962,225.00,45,Shwarma,Minestrone
03-051-7819,"Nessie Wheal",96-993-3962,210.00,45,Shwarma,Minestrone
03-051-7819,"Nessie Wheal",96-993-3962,220.00,45,Shwarma,Minestrone
03-133-1843,"Artair Lant",57-755-0191,220.00,50,Shwarma,Flatbread
03-133-1843,"Artair Lant",57-755-0191,235.00,50,Shwarma,Flatbread
03-133-1843,"Artair Lant",57-755-0191,225.00,50,Shwarma,Flatbread
03-133-1843,"Artair Lant",57-755-0191,210.00,50,Shwarma,Flatbread
03-133-1843,"Artair Lant",57-755-0191,220.00,50,Shwarma,Flatbread
03-133-1843,"Artair Lant",57-755-0191,235.00,50,Shwarma,Flatbread
03-133-1843,"Artair Lant",57-755-0191,225.00,50,Shwarma,Flatbread
03-215-3959,"Cissy Blondelle",90-878-2657,225.00,61,Shwarma,Olives
03-215-3959,"Cissy Blondelle",90-878-2657,210.00,61,Shwarma,Olives
03-215-3959,"Cissy Blondelle",90-878-2657,220.00,61,Shwarma,Olives
03-215-3959,"Cissy Blondelle",90-878-2657,235.00,61,Shwarma,Olives
03-215-3959,"Cissy Blondelle",90-878-2657,225.00,61,Shwarma,Olives
03-215-3959,"Cissy Blondelle",90-878-2657,210.00,61,Shwarma,Olives
03-215-3959,"Cissy Blondelle",90-878-2657,220.00,61,Shwarma,Olives
03-215-3959,"Cissy Blondelle",90-878-2657,235.00,61,Shwarma,Olives
03-331-1028,"Brunhilda Beeze",79-946-2742,235.00,8,"Bean soup",Flatbread
03-331-1028,"Brunhilda Beeze",79-946-2742,225.00,8,"Bean soup",Flatbread
03-331-1028,"Brunhilda Beeze",79-946-2742,210.00,8,"Bean soup",Flatbread
03-331-1028,"Brunhilda Beeze",79-946-2742,220.00,8,"Bean soup",Flatbread
03-331-1028,"Brunhilda Beeze",79-946-2742,235.00,8,"Bean soup",Flatbread
03-331-1028,"Brunhilda Beeze",79-946-2742,225.00,8,"Bean soup",Flatbread
03-331-1028,"Brunhilda Beeze",79-946-2742,210.00,8,"Bean soup",Flatbread
03-331-1028,"Brunhilda Beeze",79-946-2742,220.00,8,"Bean soup",Flatbread
03-350-0766,"Aaron Cromley",61-501-5110,225.00,34,Shwarma,"Tomato bread"
03-350-0766,"Aaron Cromley",61-501-5110,210.00,34,Shwarma,"Tomato bread"
03-350-0766,"Aaron Cromley",61-501-5110,220.00,34,Shwarma,"Tomato bread"
03-350-0766,"Aaron Cromley",61-501-5110,235.00,34,Shwarma,"Tomato bread"
03-350-0766,"Aaron Cromley",61-501-5110,225.00,34,Shwarma,"Tomato bread"
03-350-0766,"Aaron Cromley",61-501-5110,210.00,34,Shwarma,"Tomato bread"
03-350-0766,"Aaron Cromley",61-501-5110,220.00,34,Shwarma,"Tomato bread"
03-350-0766,"Aaron Cromley",61-501-5110,235.00,34,Shwarma,"Tomato bread"
03-512-0082,"Saul Parsonage",44-379-6825,168.27,38,Kabasa,Flatbread
03-512-0082,"Saul Parsonage",44-379-6825,190.00,38,Kabasa,Flatbread
03-512-0082,"Saul Parsonage",44-379-6825,310.00,38,Kabasa,Flatbread
03-512-0082,"Saul Parsonage",44-379-6825,320.00,38,Kabasa,Flatbread
03-512-0082,"Saul Parsonage",44-379-6825,168.27,38,Kabasa,Flatbread
03-512-0082,"Saul Parsonage",44-379-6825,190.00,38,Kabasa,Flatbread
03-512-0082,"Saul Parsonage",44-379-6825,310.00,38,Kabasa,Flatbread
03-512-0082,"Saul Parsonage",44-379-6825,320.00,38,Kabasa,Flatbread
03-547-5984,"Joanie Swindley",46-072-3557,225.00,47,"Bean soup",Falafel
03-547-5984,"Joanie Swindley",46-072-3557,210.00,47,"Bean soup",Falafel
03-547-5984,"Joanie Swindley",46-072-3557,220.00,47,"Bean soup",Falafel
03-547-5984,"Joanie Swindley",46-072-3557,235.00,47,"Bean soup",Falafel
03-547-5984,"Joanie Swindley",46-072-3557,225.00,47,"Bean soup",Falafel
03-547-5984,"Joanie Swindley",46-072-3557,210.00,47,"Bean soup",Falafel
03-547-5984,"Joanie Swindley",46-072-3557,220.00,47,"Bean soup",Falafel
03-547-5984,"Joanie Swindley",46-072-3557,235.00,47,"Bean soup",Falafel
03-575-7094,"Fielding Struys",17-146-9681,168.27,25,Pizza,Olives
03-575-7094,"Fielding Struys",17-146-9681,190.00,25,Pizza,Olives
03-575-7094,"Fielding Struys",17-146-9681,310.00,25,Pizza,Olives
03-575-7094,"Fielding Struys",17-146-9681,320.00,25,Pizza,Olives
03-575-7094,"Fielding Struys",17-146-9681,168.27,25,Pizza,Olives
03-575-7094,"Fielding Struys",17-146-9681,190.00,25,Pizza,Olives
03-575-7094,"Fielding Struys",17-146-9681,310.00,25,Pizza,Olives
03-575-7094,"Fielding Struys",17-146-9681,320.00,25,Pizza,Olives
03-684-7057,"Amandi McConaghy",77-180-0305,225.00,67,Shwarma,Olives
03-684-7057,"Amandi McConaghy",77-180-0305,210.00,67,Shwarma,Olives
03-684-7057,"Amandi McConaghy",77-180-0305,220.00,67,Shwarma,Olives
03-684-7057,"Amandi McConaghy",77-180-0305,235.00,67,Shwarma,Olives
03-684-7057,"Amandi McConaghy",77-180-0305,225.00,67,Shwarma,Olives
03-684-7057,"Amandi McConaghy",77-180-0305,210.00,67,Shwarma,Olives
03-684-7057,"Amandi McConaghy",77-180-0305,220.00,67,Shwarma,Olives
03-754-8064,"Ali Einchcombe",11-776-8532,210.00,50,Shwarma,Flatbread
03-754-8064,"Ali Einchcombe",11-776-8532,220.00,50,Shwarma,Flatbread
03-754-8064,"Ali Einchcombe",11-776-8532,235.00,50,Shwarma,Flatbread
03-754-8064,"Ali Einchcombe",11-776-8532,225.00,50,Shwarma,Flatbread
03-754-8064,"Ali Einchcombe",11-776-8532,210.00,50,Shwarma,Flatbread
03-754-8064,"Ali Einchcombe",11-776-8532,220.00,50,Shwarma,Flatbread
03-754-8064,"Ali Einchcombe",11-776-8532,235.00,50,Shwarma,Flatbread
03-754-8064,"Ali Einchcombe",11-776-8532,225.00,50,Shwarma,Flatbread
03-883-9835,"Deck Paulat",85-559-9663,225.00,4,Carbonara,"Tomato bread"
03-883-9835,"Deck Paulat",85-559-9663,210.00,4,Carbonara,"Tomato bread"
03-883-9835,"Deck Paulat",85-559-9663,220.00,4,Carbonara,"Tomato bread"
03-883-9835,"Deck Paulat",85-559-9663,235.00,4,Carbonara,"Tomato bread"
03-883-9835,"Deck Paulat",85-559-9663,225.00,4,Carbonara,"Tomato bread"
03-883-9835,"Deck Paulat",85-559-9663,210.00,4,Carbonara,"Tomato bread"
03-883-9835,"Deck Paulat",85-559-9663,220.00,4,Carbonara,"Tomato bread"
04-007-9403,"Reilly Domonkos",66-525-3598,168.27,42,Pizza,Hummus
04-007-9403,"Reilly Domonkos",66-525-3598,190.00,42,Pizza,Hummus
04-007-9403,"Reilly Domonkos",66-525-3598,310.00,42,Pizza,Hummus
04-007-9403,"Reilly Domonkos",66-525-3598,320.00,42,Pizza,Hummus
04-007-9403,"Reilly Domonkos",66-525-3598,168.27,42,Pizza,Hummus
04-007-9403,"Reilly Domonkos",66-525-3598,190.00,42,Pizza,Hummus
04-007-9403,"Reilly Domonkos",66-525-3598,310.00,42,Pizza,Hummus
04-007-9403,"Reilly Domonkos",66-525-3598,320.00,42,Pizza,Hummus
04-049-1006,"Averell Joint",23-760-0421,310.00,48,Pizza,Hummus
04-049-1006,"Averell Joint",23-760-0421,320.00,48,Pizza,Hummus
04-049-1006,"Averell Joint",23-760-0421,168.27,48,Pizza,Hummus
04-049-1006,"Averell Joint",23-760-0421,190.00,48,Pizza,Hummus
04-049-1006,"Averell Joint",23-760-0421,310.00,48,Pizza,Hummus
04-049-1006,"Averell Joint",23-760-0421,320.00,48,Pizza,Hummus
04-049-1006,"Averell Joint",23-760-0421,168.27,48,Pizza,Hummus
04-049-1006,"Averell Joint",23-760-0421,190.00,48,Pizza,Hummus
04-162-3406,"Leone Klulisek",97-995-3154,235.00,19,"Bean soup",Olives
04-162-3406,"Leone Klulisek",97-995-3154,225.00,19,"Bean soup",Olives
04-162-3406,"Leone Klulisek",97-995-3154,210.00,19,"Bean soup",Olives
04-162-3406,"Leone Klulisek",97-995-3154,220.00,19,"Bean soup",Olives
04-162-3406,"Leone Klulisek",97-995-3154,235.00,19,"Bean soup",Olives
04-162-3406,"Leone Klulisek",97-995-3154,225.00,19,"Bean soup",Olives
04-162-3406,"Leone Klulisek",97-995-3154,210.00,19,"Bean soup",Olives
04-162-3406,"Leone Klulisek",97-995-3154,220.00,19,"Bean soup",Olives
04-213-6891,"Leonard Fuxman",84-923-5585,320.00,49,Kabasa,Olives
04-213-6891,"Leonard Fuxman",84-923-5585,168.27,49,Kabasa,Olives
04-213-6891,"Leonard Fuxman",84-923-5585,190.00,49,Kabasa,Olives
04-213-6891,"Leonard Fuxman",84-923-5585,310.00,49,Kabasa,Olives
04-213-6891,"Leonard Fuxman",84-923-5585,320.00,49,Kabasa,Olives
04-213-6891,"Leonard Fuxman",84-923-5585,168.27,49,Kabasa,Olives
04-213-6891,"Leonard Fuxman",84-923-5585,190.00,49,Kabasa,Olives
04-213-6891,"Leonard Fuxman",84-923-5585,310.00,49,Kabasa,Olives
04-242-3472,"Raye Fyldes",36-290-7816,320.00,31,Pizza,Olives
04-242-3472,"Raye Fyldes",36-290-7816,168.27,31,Pizza,Olives
04-242-3472,"Raye Fyldes",36-290-7816,190.00,31,Pizza,Olives
04-242-3472,"Raye Fyldes",36-290-7816,310.00,31,Pizza,Olives
04-242-3472,"Raye Fyldes",36-290-7816,320.00,31,Pizza,Olives
04-242-3472,"Raye Fyldes",36-290-7816,168.27,31,Pizza,Olives
04-242-3472,"Raye Fyldes",36-290-7816,190.00,31,Pizza,Olives
04-242-3472,"Raye Fyldes",36-290-7816,310.00,31,Pizza,Olives
04-268-9065,"Sarah Plaschke",67-067-9693,320.00,31,Pizza,Olives
04-268-9065,"Sarah Plaschke",67-067-9693,168.27,31,Pizza,Olives
04-268-9065,"Sarah Plaschke",67-067-9693,190.00,31,Pizza,Olives
04-268-9065,"Sarah Plaschke",67-067-9693,310.00,31,Pizza,Olives
04-268-9065,"Sarah Plaschke",67-067-9693,320.00,31,Pizza,Olives
04-268-9065,"Sarah Plaschke",67-067-9693,168.27,31,Pizza,Olives
04-268-9065,"Sarah Plaschke",67-067-9693,190.00,31,Pizza,Olives
04-268-9065,"Sarah Plaschke",67-067-9693,310.00,31,Pizza,Olives
04-641-1747,"Caterina Sweetnam",74-339-3540,168.27,20,Pizza,Flatbread
04-641-1747,"Caterina Sweetnam",74-339-3540,190.00,20,Pizza,Flatbread
04-641-1747,"Caterina Sweetnam",74-339-3540,310.00,20,Pizza,Flatbread
04-641-1747,"Caterina Sweetnam",74-339-3540,320.00,20,Pizza,Flatbread
04-641-1747,"Caterina Sweetnam",74-339-3540,168.27,20,Pizza,Flatbread
04-641-1747,"Caterina Sweetnam",74-339-3540,190.00,20,Pizza,Flatbread
04-641-1747,"Caterina Sweetnam",74-339-3540,310.00,20,Pizza,Flatbread
04-699-2162,"Margarita Mancktelow",23-582-1221,168.27,11,Kabasa,Falafel
04-699-2162,"Margarita Mancktelow",23-582-1221,168.27,11,Kabasa,Falafel
04-699-2162,"Margarita Mancktelow",23-582-1221,190.00,11,Kabasa,Falafel
04-699-2162,"Margarita Mancktelow",23-582-1221,310.00,11,Kabasa,Falafel
04-699-2162,"Margarita Mancktelow",23-582-1221,320.00,11,Kabasa,Falafel
04-699-2162,"Margarita Mancktelow",23-582-1221,168.27,11,Kabasa,Falafel
04-699-2162,"Margarita Mancktelow",23-582-1221,190.00,11,Kabasa,Falafel
04-699-2162,"Margarita Mancktelow",23-582-1221,310.00,11,Kabasa,Falafel
04-729-3719,"Dodi Lenglet",35-174-3155,320.00,55,Kabasa,Olives
04-729-3719,"Dodi Lenglet",35-174-3155,168.27,55,Kabasa,Olives
04-729-3719,"Dodi Lenglet",35-174-3155,190.00,55,Kabasa,Olives
04-729-3719,"Dodi Lenglet",35-174-3155,310.00,55,Kabasa,Olives
04-729-3719,"Dodi Lenglet",35-174-3155,320.00,55,Kabasa,Olives
04-729-3719,"Dodi Lenglet",35-174-3155,168.27,55,Kabasa,Olives
04-729-3719,"Dodi Lenglet",35-174-3155,190.00,55,Kabasa,Olives
04-729-3719,"Dodi Lenglet",35-174-3155,310.00,55,Kabasa,Olives
04-732-9888,"Lauralee Beteriss",92-809-9028,190.00,62,"Greek salad",Flatbread
